1
10000 20000
1595 6708 55
6351 6709 40
2501 6710 91
2562 6711 8
846 6712 69
199 6713 66
5788 6714 94
3069 6715 55
3217 6716 64
3221 6717 55
6683 6718 12
3038 6719 29
3699 6720 3
1857 6721 48
6000 6722 66
5376 6723 34
1736 6724 88
5758 6725 45
6105 6726 7
1134 6727 34
360 6728 51
1123 6729 30
5760 6730 92
3556 6731 97
1758 6732 89
1292 6733 40
2456 6734 37
3693 6735 100
4726 6736 37
3292 6737 50
3862 6738 37
832 6739 26
1566 6740 61
3722 6741 5
2221 6742 73
3182 6743 46
2854 6744 89
5087 6745 19
1590 6746 63
6535 6747 86
2434 6748 18
850 6749 2
3689 6750 98
2851 6751 44
411 6752 100
3806 6753 40
1453 6754 81
5521 6755 11
1461 6756 38
835 6757 11
6165 6758 5
3225 6759 37
6668 6760 83
2367 6761 24
1637 6762 73
5243 6763 47
6044 6764 90
1248 6765 96
2689 6766 1
2666 6767 25
5279 6768 85
5988 6769 36
2605 6770 32
3428 6771 57
3696 6772 13
3027 6773 82
4871 6774 75
3664 6775 61
2610 6776 76
480 6777 6
1216 6778 96
4201 6779 43
892 6780 4
4818 6781 24
987 6782 29
2800 6783 56
4634 6784 15
1207 6785 29
551 6786 40
5149 6787 18
657 6788 56
1704 6789 68
1536 6790 21
4938 6791 91
1540 6792 63
4093 6793 49
999 6794 5
4667 6795 44
3775 6796 80
6103 6797 16
3628 6798 19
3143 6799 73
5975 6800 13
2002 6801 31
3258 6802 90
4706 6803 56
6301 6804 51
1327 6805 27
47 6806 55
253 6807 72
2634 6808 69
6028 6809 27
2278 6810 14
2722 6811 85
6678 6812 93
3320 6813 1
2951 6814 22
6748 6815 95
2616 6816 27
2433 6817 89
1200 6818 77
1098 6819 13
2108 6820 71
3951 6821 50
887 6822 59
3277 6823 93
5690 6824 92
4920 6825 52
755 6826 93
4772 6827 98
4546 6828 87
1034 6829 47
3721 6830 75
4594 6831 45
5196 6832 70
3058 6833 69
5983 6834 77
2811 6835 25
4027 6836 23
2954 6837 23
2516 6838 95
980 6839 60
969 6840 39
3344 6841 43
4063 6842 51
1820 6843 20
2825 6844 93
158 6845 97
2343 6846 11
6266 6847 20
5863 6848 27
2408 6849 78
1103 6850 24
1252 6851 2
1646 6852 28
1052 6853 79
3540 6854 43
4544 6855 11
98 6856 53
4877 6857 68
4071 6858 96
4245 6859 45
4472 6860 56
4673 6861 8
6410 6862 86
6747 6863 51
6718 6864 71
3988 6865 67
2814 6866 34
4058 6867 40
6266 6868 95
6790 6869 34
3279 6870 59
3784 6871 22
6583 6872 49
4585 6873 19
3982 6874 27
5599 6875 84
1558 6876 7
6067 6877 53
3076 6878 74
2265 6879 4
3985 6880 34
342 6881 89
2400 6882 41
1204 6883 27
931 6884 49
4324 6885 25
1405 6886 4
540 6887 23
1256 6888 39
1565 6889 47
1505 6890 7
2473 6891 99
5151 6892 25
6559 6893 57
3698 6894 5
6441 6895 45
3064 6896 34
2370 6897 57
261 6898 65
2336 6899 62
2348 6900 43
738 6901 77
6380 6902 35
1663 6903 1
5412 6904 43
3464 6905 42
544 6906 30
4442 6907 13
4674 6908 43
3306 6909 8
5591 6910 82
992 6911 89
6461 6912 37
6210 6913 41
194 6914 81
140 6915 71
2720 6916 91
887 6917 73
3380 6918 97
5731 6919 2
5730 6920 72
3343 6921 39
6577 6922 35
4135 6923 11
5564 6924 20
5638 6925 27
5528 6926 69
3236 6927 68
5573 6928 65
1288 6929 11
5509 6930 14
3821 6931 71
6417 6932 79
3679 6933 81
2256 6934 68
1141 6935 65
5371 6936 77
3107 6937 44
424 6938 5
3072 6939 39
4889 6940 71
5598 6941 29
6505 6942 37
2350 6943 100
2637 6944 8
5358 6945 97
6281 6946 42
4101 6947 24
2979 6948 14
2849 6949 46
334 6950 39
3260 6951 23
1898 6952 64
234 6953 78
5559 6954 23
1322 6955 45
4818 6956 33
3309 6957 36
2185 6958 73
1063 6959 21
740 6960 97
489 6961 4
533 6962 88
6783 6963 10
2749 6964 35
863 6965 37
2025 6966 69
6933 6967 40
4592 6968 29
6657 6969 52
2861 6970 84
3838 6971 96
5636 6972 73
4871 6973 89
627 6974 17
1896 6975 28
1738 6976 30
2431 6977 3
3003 6978 9
618 6979 21
6931 6980 70
3137 6981 68
6746 6982 68
59 6983 22
448 6984 27
3841 6985 98
4098 6986 21
4119 6987 31
2379 6988 75
6911 6989 41
6269 6990 80
2218 6991 56
6657 6992 50
1766 6993 30
5747 6994 73
497 6995 53
6660 6996 59
6201 6997 84
3150 6998 83
6847 6999 25
4449 7000 30
5823 7001 24
636 7002 15
6162 7003 46
6017 7004 76
3626 7005 33
253 7006 57
4536 7007 69
469 7008 50
1186 7009 15
3295 7010 52
6440 7011 68
5908 7012 92
5492 7013 40
6154 7014 8
1413 7015 87
6589 7016 87
6346 7017 90
2420 7018 67
3595 7019 94
2094 7020 24
5158 7021 2
3494 7022 18
2452 7023 37
3552 7024 71
4004 7025 40
2248 7026 23
292 7027 85
531 7028 11
4724 7029 91
944 7030 88
1998 7031 59
6450 7032 39
1216 7033 31
1100 7034 87
1412 7035 52
4062 7036 2
249 7037 42
1172 7038 26
6244 7039 37
3236 7040 81
5796 7041 70
2574 7042 35
5302 7043 68
5873 7044 30
5863 7045 15
4264 7046 88
4983 7047 47
1583 7048 24
3441 7049 83
5592 7050 100
6836 7051 72
1469 7052 90
2345 7053 23
4466 7054 94
1977 7055 15
4232 7056 87
124 7057 29
92 7058 42
5729 7059 66
4395 7060 59
4752 7061 43
3081 7062 56
1743 7063 23
5695 7064 17
2110 7065 41
6994 7066 43
6694 7067 21
629 7068 80
5076 7069 51
2078 7070 54
977 7071 99
6210 7072 5
4548 7073 13
6901 7074 80
4194 7075 20
4138 7076 61
1254 7077 35
5839 7078 3
2863 7079 46
4292 7080 14
4798 7081 39
642 7082 1
1958 7083 93
3024 7084 7
4879 7085 5
1107 7086 12
6847 7087 4
2934 7088 86
4672 7089 13
3060 7090 45
3682 7091 54
1183 7092 45
2284 7093 72
3973 7094 45
947 7095 70
2723 7096 7
2512 7097 66
3087 7098 23
5898 7099 91
5711 7100 53
6547 7101 93
2322 7102 1
4928 7103 31
5285 7104 15
3407 7105 3
584 7106 26
4973 7107 15
1973 7108 96
102 7109 73
5708 7110 6
5584 7111 50
4477 7112 53
1883 7113 23
1250 7114 77
5847 7115 56
2161 7116 59
2340 7117 96
6554 7118 47
1050 7119 49
137 7120 72
2564 7121 71
3715 7122 12
1805 7123 22
492 7124 74
618 7125 99
3330 7126 87
1228 7127 43
3650 7128 18
3857 7129 67
4353 7130 29
5654 7131 74
1738 7132 74
4633 7133 50
1851 7134 98
1060 7135 85
769 7136 5
2727 7137 69
1738 7138 44
5421 7139 75
4808 7140 84
705 7141 48
5103 7142 76
5091 7143 14
788 7144 7
1572 7145 87
2706 7146 57
4786 7147 26
5770 7148 81
5987 7149 54
1631 7150 77
6588 7151 99
5223 7152 44
4147 7153 49
3152 7154 57
3217 7155 56
1733 7156 99
6995 7157 15
4575 7158 93
1726 7159 18
4094 7160 63
556 7161 87
2756 7162 16
4394 7163 1
6523 7164 39
3534 7165 77
2882 7166 43
1673 7167 47
3800 7168 42
5247 7169 77
2196 7170 21
732 7171 42
1483 7172 34
7120 7173 96
4595 7174 39
144 7175 78
2828 7176 21
896 7177 72
880 7178 79
5882 7179 35
3431 7180 29
752 7181 35
457 7182 86
4364 7183 12
7114 7184 80
4280 7185 29
1188 7186 19
6356 7187 23
7134 7188 82
2631 7189 31
6574 7190 36
2610 7191 73
1317 7192 27
1832 7193 44
3347 7194 71
1168 7195 74
4401 7196 41
6072 7197 25
4674 7198 41
4408 7199 9
3350 7200 24
137 7201 25
6384 7202 11
719 7203 46
4403 7204 69
792 7205 63
4344 7206 87
6355 7207 12
5490 7208 34
6419 7209 70
1152 7210 36
3153 7211 54
3191 7212 2
2230 7213 7
2956 7214 66
5449 7215 67
5684 7216 4
3587 7217 82
4415 7218 89
2874 7219 57
5891 7220 7
6139 7221 13
5830 7222 58
716 7223 58
1970 7224 30
5647 7225 95
4466 7226 21
3358 7227 94
5753 7228 30
5016 7229 17
5907 7230 18
1613 7231 35
890 7232 25
6100 7233 86
1974 7234 95
4544 7235 22
6479 7236 13
1403 7237 99
6178 7238 10
6238 7239 12
6029 7240 87
2498 7241 9
5081 7242 58
206 7243 81
6937 7244 5
5389 7245 33
7117 7246 31
3039 7247 43
2739 7248 82
6664 7249 20
7142 7250 74
1343 7251 82
6605 7252 79
2028 7253 7
3409 7254 87
7082 7255 32
5928 7256 28
2164 7257 32
679 7258 93
5680 7259 23
4796 7260 13
3555 7261 18
7113 7262 73
104 7263 2
6453 7264 92
3861 7265 86
4840 7266 65
4869 7267 2
6611 7268 98
5708 7269 36
7127 7270 29
2317 7271 61
1299 7272 58
2148 7273 92
6288 7274 56
1970 7275 98
1895 7276 20
299 7277 14
4180 7278 79
1821 7279 50
35 7280 39
3575 7281 38
6990 7282 54
4433 7283 3
694 7284 50
4706 7285 39
823 7286 56
5486 7287 86
903 7288 43
5373 7289 14
2314 7290 91
1271 7291 69
381 7292 77
5235 7293 6
4256 7294 1
2921 7295 28
2122 7296 41
901 7297 99
189 7298 55
869 7299 49
2027 7300 90
139 7301 34
6145 7302 90
3457 7303 9
5539 7304 47
5254 7305 34
5164 7306 32
2383 7307 51
3554 7308 89
7048 7309 15
5658 7310 14
1864 7311 84
5708 7312 59
38 7313 4
850 7314 34
5720 7315 21
355 7316 42
4030 7317 71
5194 7318 76
3987 7319 64
4521 7320 52
1197 7321 11
6061 7322 51
4025 7323 95
3436 7324 20
21 7325 32
6360 7326 54
4609 7327 42
6431 7328 1
5389 7329 29
7021 7330 48
3051 7331 61
6296 7332 58
5159 7333 73
2525 7334 62
7314 7335 6
2558 7336 36
6680 7337 48
7107 7338 80
758 7339 29
791 7340 2
2092 7341 87
6690 7342 79
731 7343 19
5015 7344 25
4563 7345 64
5995 7346 99
478 7347 66
6446 7348 7
3438 7349 88
1723 7350 77
6395 7351 32
4272 7352 13
2359 7353 2
2852 7354 72
7261 7355 95
5480 7356 94
205 7357 32
1955 7358 61
4892 7359 2
2954 7360 48
986 7361 14
5577 7362 41
6951 7363 53
490 7364 20
3296 7365 18
1273 7366 36
5482 7367 11
2810 7368 80
445 7369 92
5960 7370 95
2178 7371 28
1648 7372 70
6823 7373 12
2846 7374 60
2971 7375 20
6334 7376 30
6489 7377 56
6085 7378 63
5010 7379 21
4472 7380 99
271 7381 29
655 7382 40
647 7383 86
2129 7384 3
617 7385 22
5982 7386 66
4876 7387 37
3492 7388 12
2552 7389 18
2494 7390 64
2467 7391 30
2778 7392 69
194 7393 68
1780 7394 93
3994 7395 64
3404 7396 30
5372 7397 30
4908 7398 30
6551 7399 92
4975 7400 96
6465 7401 81
374 7402 66
4283 7403 48
3179 7404 68
6825 7405 49
6267 7406 53
3782 7407 77
4356 7408 15
2780 7409 3
6045 7410 35
6746 7411 3
3645 7412 57
6704 7413 37
6597 7414 98
6828 7415 23
583 7416 93
4915 7417 6
551 7418 24
3695 7419 87
4651 7420 70
3515 7421 74
7190 7422 65
3562 7423 95
3476 7424 45
5669 7425 90
1957 7426 67
560 7427 48
6205 7428 75
6424 7429 13
4491 7430 12
3567 7431 69
4844 7432 94
1930 7433 13
2726 7434 79
3038 7435 59
4005 7436 86
6249 7437 73
5045 7438 86
1955 7439 33
467 7440 20
6274 7441 14
443 7442 18
5815 7443 60
3145 7444 44
5265 7445 68
3730 7446 63
7337 7447 10
1299 7448 62
4815 7449 72
1947 7450 74
3483 7451 91
5080 7452 67
6340 7453 61
5562 7454 86
1449 7455 86
6850 7456 18
6603 7457 90
1725 7458 59
2010 7459 79
5280 7460 26
398 7461 9
4244 7462 34
2119 7463 44
7397 7464 93
883 7465 39
5196 7466 1
1906 7467 76
1638 7468 49
5028 7469 23
6977 7470 84
7448 7471 39
3067 7472 7
4080 7473 40
1544 7474 29
1556 7475 19
1781 7476 16
7140 7477 94
7174 7478 50
199 7479 100
5797 7480 7
5879 7481 59
629 7482 72
3494 7483 26
5350 7484 74
280 7485 53
4149 7486 56
5111 7487 62
2354 7488 71
286 7489 78
1192 7490 71
6209 7491 9
2145 7492 28
7430 7493 39
2147 7494 42
6822 7495 70
3488 7496 28
5384 7497 7
6974 7498 65
1311 7499 70
5879 7500 80
4123 7501 99
638 7502 65
2188 7503 100
4119 7504 61
6918 7505 90
3967 7506 78
5456 7507 69
5084 7508 51
5947 7509 33
5786 7510 49
2924 7511 43
6192 7512 85
6002 7513 27
4057 7514 82
4308 7515 91
6038 7516 70
1557 7517 52
5550 7518 100
6061 7519 25
6979 7520 32
4586 7521 96
2098 7522 63
5030 7523 65
6594 7524 75
6501 7525 60
1150 7526 54
7193 7527 50
4873 7528 4
960 7529 39
6674 7530 76
5259 7531 1
3337 7532 69
176 7533 83
6715 7534 55
3738 7535 32
2776 7536 73
2307 7537 47
5457 7538 95
6321 7539 4
6593 7540 64
2176 7541 95
5091 7542 18
4190 7543 55
3702 7544 76
1173 7545 9
3461 7546 73
5731 7547 47
923 7548 13
6106 7549 12
674 7550 89
3196 7551 4
6003 7552 74
3486 7553 52
2589 7554 65
7466 7555 40
183 7556 23
6098 7557 44
6793 7558 34
4636 7559 64
1702 7560 94
4212 7561 59
268 7562 32
5133 7563 10
6254 7564 86
2082 7565 14
4411 7566 69
810 7567 91
1304 7568 19
4950 7569 62
5361 7570 1
6363 7571 10
2488 7572 91
7074 7573 66
807 7574 7
7097 7575 32
5803 7576 52
6642 7577 70
5391 7578 98
6688 7579 31
2160 7580 57
6205 7581 13
4418 7582 14
2939 7583 18
4396 7584 49
5199 7585 67
3466 7586 84
5962 7587 76
4437 7588 33
797 7589 49
6796 7590 22
2512 7591 92
5302 7592 73
7061 7593 60
5816 7594 96
5873 7595 9
7162 7596 39
5374 7597 76
359 7598 76
3542 7599 35
3350 7600 76
4501 7601 77
3139 7602 29
1198 7603 36
2563 7604 44
432 7605 52
5092 7606 67
6583 7607 42
3473 7608 60
7257 7609 13
5120 7610 95
601 7611 7
126 7612 94
3554 7613 84
3524 7614 27
2759 7615 97
6375 7616 23
1613 7617 65
6503 7618 76
2819 7619 16
1904 7620 88
4699 7621 88
1143 7622 66
5143 7623 97
2732 7624 82
4557 7625 79
3801 7626 34
1837 7627 61
673 7628 19
7516 7629 48
6356 7630 66
3375 7631 51
4098 7632 69
5144 7633 91
3144 7634 20
2354 7635 68
2694 7636 77
6215 7637 65
334 7638 88
7082 7639 66
6872 7640 74
836 7641 48
3108 7642 81
758 7643 86
7002 7644 52
1385 7645 47
4749 7646 81
960 7647 57
5866 7648 69
7220 7649 98
3158 7650 57
715 7651 98
1898 7652 23
5703 7653 26
4037 7654 76
1029 7655 30
5254 7656 39
5338 7657 56
5463 7658 85
3027 7659 73
2089 7660 77
7071 7661 9
995 7662 72
407 7663 59
5887 7664 64
2644 7665 79
5406 7666 72
3673 7667 5
4409 7668 91
4619 7669 56
5301 7670 25
2947 7671 14
4645 7672 14
4029 7673 37
1251 7674 13
6881 7675 90
42 7676 32
2690 7677 99
1930 7678 15
4989 7679 43
6186 7680 64
3213 7681 50
1566 7682 1
4687 7683 80
114 7684 89
1491 7685 8
7145 7686 24
3196 7687 32
1239 7688 94
1164 7689 39
6021 7690 81
6301 7691 100
5255 7692 30
6970 7693 66
7140 7694 6
2628 7695 74
3901 7696 33
1747 7697 55
1529 7698 81
2400 7699 76
958 7700 73
6883 7701 86
3517 7702 56
7097 7703 84
2376 7704 88
7583 7705 8
3823 7706 55
987 7707 31
7646 7708 56
3405 7709 80
439 7710 8
213 7711 33
2635 7712 27
947 7713 77
1968 7714 24
6130 7715 28
1563 7716 86
629 7717 43
6382 7718 33
6481 7719 95
3777 7720 5
5982 7721 40
3419 7722 60
5003 7723 46
3245 7724 19
5137 7725 79
6901 7726 77
5177 7727 18
3535 7728 49
462 7729 63
7520 7730 97
4962 7731 72
7350 7732 7
1958 7733 27
2554 7734 44
1485 7735 11
7158 7736 74
1327 7737 58
1552 7738 73
2420 7739 51
2465 7740 28
3909 7741 20
3033 7742 91
65 7743 12
1282 7744 82
2102 7745 63
3130 7746 67
6612 7747 16
6932 7748 99
5634 7749 64
1730 7750 15
3874 7751 42
7068 7752 24
4872 7753 77
5454 7754 55
3753 7755 90
2609 7756 60
5038 7757 42
2334 7758 98
2547 7759 41
2387 7760 78
6883 7761 61
3757 7762 88
1142 7763 69
4998 7764 70
5040 7765 80
6561 7766 58
958 7767 27
6910 7768 25
459 7769 81
7033 7770 82
6682 7771 64
4879 7772 83
2470 7773 42
169 7774 10
5056 7775 64
5340 7776 36
5916 7777 36
222 7778 4
6924 7779 61
5410 7780 40
3032 7781 60
7126 7782 17
5866 7783 29
7070 7784 41
193 7785 23
6664 7786 35
5343 7787 66
888 7788 96
595 7789 49
240 7790 93
5632 7791 96
2935 7792 88
3487 7793 3
1398 7794 91
4607 7795 15
3635 7796 6
7634 7797 78
14 7798 11
5700 7799 63
5065 7800 19
5438 7801 76
7469 7802 76
2563 7803 21
1398 7804 52
2326 7805 27
724 7806 33
4691 7807 23
4473 7808 57
325 7809 62
5388 7810 39
7436 7811 28
1997 7812 1
617 7813 67
3482 7814 63
3193 7815 66
2738 7816 18
2794 7817 37
6880 7818 38
7799 7819 15
208 7820 78
3422 7821 84
2028 7822 16
7011 7823 82
6525 7824 83
960 7825 71
4774 7826 23
2120 7827 18
5404 7828 55
3152 7829 39
7643 7830 68
2146 7831 53
3328 7832 49
6245 7833 82
395 7834 97
1665 7835 27
2422 7836 90
7395 7837 89
4230 7838 21
2130 7839 28
7030 7840 65
6270 7841 28
4221 7842 100
4619 7843 63
4259 7844 84
713 7845 26
1957 7846 8
846 7847 89
5094 7848 18
1606 7849 95
1564 7850 18
7473 7851 92
5916 7852 35
3116 7853 11
85 7854 2
4285 7855 62
6358 7856 92
1513 7857 57
5183 7858 90
1155 7859 100
6262 7860 23
6785 7861 24
5972 7862 2
6190 7863 39
6078 7864 34
4777 7865 37
3831 7866 57
716 7867 10
7467 7868 60
2836 7869 98
6597 7870 62
4061 7871 82
1310 7872 52
5783 7873 48
2366 7874 61
5110 7875 65
3111 7876 24
3213 7877 18
6178 7878 52
3696 7879 48
1922 7880 92
5364 7881 40
3724 7882 12
7467 7883 91
5404 7884 20
5137 7885 35
6554 7886 51
2506 7887 39
5521 7888 6
378 7889 46
5248 7890 37
3641 7891 2
626 7892 51
5395 7893 90
2620 7894 26
5195 7895 43
3194 7896 21
6070 7897 68
997 7898 34
6737 7899 58
3610 7900 99
7792 7901 38
1422 7902 59
7848 7903 7
5998 7904 18
1588 7905 83
6336 7906 14
3826 7907 18
4700 7908 6
707 7909 70
3004 7910 48
1614 7911 51
5232 7912 97
4270 7913 55
833 7914 28
4632 7915 34
2818 7916 3
4844 7917 31
7405 7918 3
3939 7919 29
1048 7920 40
3311 7921 78
4819 7922 98
2151 7923 21
3542 7924 58
5574 7925 37
4405 7926 5
5397 7927 24
3918 7928 57
4374 7929 82
4594 7930 41
7268 7931 14
6555 7932 43
2560 7933 7
1832 7934 32
2852 7935 17
1478 7936 98
1526 7937 80
4006 7938 44
2273 7939 50
6197 7940 94
427 7941 57
5650 7942 73
6584 7943 51
863 7944 9
4425 7945 17
521 7946 52
3768 7947 95
2286 7948 77
2230 7949 90
3521 7950 89
2506 7951 34
7672 7952 3
4698 7953 81
4589 7954 14
1891 7955 99
2219 7956 69
5348 7957 9
487 7958 87
1772 7959 74
5019 7960 44
7542 7961 48
86 7962 75
505 7963 40
5246 7964 96
6737 7965 62
2969 7966 87
6285 7967 21
947 7968 8
5210 7969 87
2274 7970 36
1096 7971 32
638 7972 41
4696 7973 96
861 7974 51
6355 7975 74
5846 7976 62
2742 7977 92
1888 7978 16
1291 7979 38
1000 7980 64
6879 7981 98
124 7982 46
4230 7983 90
810 7984 23
4329 7985 78
338 7986 66
6545 7987 13
7360 7988 100
3477 7989 84
7869 7990 29
5430 7991 48
6495 7992 83
4232 7993 30
6971 7994 74
2168 7995 64
2397 7996 18
3405 7997 38
3720 7998 30
3082 7999 68
5534 8000 60
4645 8001 62
6140 8002 5
3033 8003 82
2709 8004 87
4965 8005 6
3020 8006 78
4502 8007 9
2868 8008 97
955 8009 61
1615 8010 58
1074 8011 11
316 8012 84
6864 8013 90
6966 8014 31
1485 8015 70
715 8016 1
1579 8017 66
5640 8018 9
2167 8019 12
3610 8020 16
6910 8021 62
6718 8022 75
6778 8023 5
3585 8024 8
793 8025 44
4217 8026 89
1582 8027 92
5155 8028 6
7053 8029 89
4155 8030 89
6488 8031 26
156 8032 41
6047 8033 97
2390 8034 90
4224 8035 44
6705 8036 77
3441 8037 49
111 8038 26
6415 8039 25
2463 8040 18
789 8041 2
6378 8042 74
3401 8043 81
1264 8044 25
1206 8045 15
4918 8046 31
6852 8047 5
6884 8048 34
1705 8049 72
4715 8050 61
2715 8051 79
3890 8052 71
5856 8053 92
4533 8054 80
4980 8055 81
4524 8056 36
6707 8057 6
800 8058 27
4327 8059 40
2839 8060 60
6126 8061 16
759 8062 97
6999 8063 13
1902 8064 21
2528 8065 57
3103 8066 50
5168 8067 22
7661 8068 67
3973 8069 15
6783 8070 28
7638 8071 47
5096 8072 30
336 8073 25
2517 8074 90
7396 8075 59
7251 8076 70
4471 8077 91
2150 8078 95
6017 8079 52
5970 8080 86
6249 8081 52
6878 8082 96
5729 8083 6
866 8084 85
4252 8085 59
5034 8086 19
3801 8087 79
39 8088 9
3267 8089 8
6342 8090 19
1626 8091 51
5743 8092 92
6081 8093 57
5972 8094 95
1271 8095 57
1462 8096 69
6220 8097 18
6620 8098 80
7313 8099 77
5688 8100 94
1835 8101 79
7836 8102 92
5300 8103 64
4106 8104 12
1479 8105 49
4305 8106 89
4895 8107 69
6367 8108 91
1570 8109 70
6699 8110 38
2216 8111 68
962 8112 85
5197 8113 21
7301 8114 59
6805 8115 31
4393 8116 83
7457 8117 69
185 8118 18
6654 8119 25
696 8120 7
2066 8121 11
4184 8122 76
5778 8123 78
5843 8124 9
3787 8125 55
121 8126 24
745 8127 3
1828 8128 59
5759 8129 23
4881 8130 71
1623 8131 22
7743 8132 14
5074 8133 79
5075 8134 73
1575 8135 12
4561 8136 80
1479 8137 77
2882 8138 54
6933 8139 74
3399 8140 53
7148 8141 11
5867 8142 2
2077 8143 88
4855 8144 87
3675 8145 30
4939 8146 67
7283 8147 13
1088 8148 92
3123 8149 63
5339 8150 98
6876 8151 47
4331 8152 100
3963 8153 84
497 8154 29
5199 8155 18
3164 8156 37
8036 8157 62
731 8158 40
6471 8159 50
7581 8160 63
5731 8161 38
1257 8162 33
2639 8163 61
158 8164 45
5011 8165 44
5944 8166 1
3806 8167 75
4668 8168 16
3606 8169 5
2531 8170 19
732 8171 30
6259 8172 2
679 8173 96
4023 8174 43
3344 8175 71
7456 8176 28
7876 8177 87
4602 8178 10
6381 8179 88
5848 8180 22
5271 8181 52
3831 8182 72
7866 8183 21
7524 8184 36
6289 8185 36
6684 8186 99
4463 8187 60
2500 8188 7
5467 8189 92
3937 8190 4
7234 8191 6
6980 8192 74
7980 8193 96
6744 8194 91
5945 8195 41
5152 8196 66
2321 8197 33
1019 8198 70
3009 8199 28
2092 8200 30
8163 8201 10
1616 8202 79
2297 8203 31
8104 8204 28
6250 8205 86
7516 8206 88
3157 8207 14
3238 8208 35
769 8209 47
3822 8210 44
4760 8211 36
6542 8212 84
4488 8213 49
7145 8214 24
5551 8215 58
125 8216 43
2463 8217 84
6499 8218 88
5370 8219 58
3998 8220 88
1363 8221 49
3148 8222 34
5099 8223 87
5847 8224 75
5385 8225 44
3570 8226 72
7769 8227 30
6313 8228 50
2435 8229 60
8216 8230 59
1809 8231 30
2670 8232 87
1061 8233 74
2312 8234 79
6426 8235 92
5366 8236 74
3081 8237 92
4339 8238 55
6826 8239 78
2425 8240 62
6613 8241 99
4724 8242 3
1790 8243 92
4852 8244 10
2667 8245 29
1930 8246 71
2020 8247 73
458 8248 22
5434 8249 35
3304 8250 29
927 8251 17
7265 8252 19
7364 8253 13
2572 8254 37
1569 8255 53
411 8256 15
6059 8257 88
1005 8258 35
4423 8259 73
1418 8260 34
753 8261 16
2675 8262 10
192 8263 13
4559 8264 85
5252 8265 31
7454 8266 26
1118 8267 68
6098 8268 7
3684 8269 68
7298 8270 74
2762 8271 98
8186 8272 27
2105 8273 58
1698 8274 15
3200 8275 56
6850 8276 35
1091 8277 4
950 8278 58
6062 8279 27
1516 8280 67
850 8281 60
119 8282 9
5137 8283 39
1398 8284 10
5994 8285 62
5084 8286 30
921 8287 24
2957 8288 95
3841 8289 68
1859 8290 66
4853 8291 9
3519 8292 94
6328 8293 96
7151 8294 84
536 8295 97
1977 8296 35
7940 8297 46
5466 8298 34
6676 8299 62
1351 8300 94
375 8301 79
2028 8302 34
678 8303 30
4291 8304 38
3941 8305 89
6258 8306 71
5466 8307 55
7996 8308 65
2894 8309 67
4598 8310 75
7755 8311 2
1152 8312 23
1659 8313 4
2850 8314 34
1457 8315 3
8107 8316 92
5989 8317 1
2458 8318 86
8054 8319 4
6591 8320 30
545 8321 26
3270 8322 46
4548 8323 64
1688 8324 81
5846 8325 10
3407 8326 97
8321 8327 16
5472 8328 61
3048 8329 78
849 8330 40
3041 8331 73
5797 8332 13
5141 8333 7
7369 8334 55
4205 8335 21
6001 8336 59
2018 8337 36
1249 8338 29
4726 8339 65
2045 8340 33
2406 8341 16
5386 8342 88
7215 8343 51
678 8344 6
213 8345 94
7931 8346 61
1108 8347 28
8000 8348 90
1119 8349 71
2128 8350 49
4244 8351 32
2305 8352 93
2831 8353 62
3064 8354 18
2428 8355 82
5073 8356 52
6709 8357 83
6303 8358 32
7760 8359 39
6640 8360 66
2312 8361 86
5922 8362 49
6564 8363 50
7072 8364 100
3749 8365 86
2805 8366 16
7125 8367 6
1971 8368 35
4539 8369 29
5796 8370 44
981 8371 59
7494 8372 59
2917 8373 38
7832 8374 78
6820 8375 31
3145 8376 59
8228 8377 20
379 8378 81
6230 8379 48
6520 8380 42
485 8381 79
5519 8382 53
5328 8383 16
5404 8384 6
3305 8385 96
47 8386 59
4478 8387 48
6960 8388 46
2329 8389 11
875 8390 12
1783 8391 70
5432 8392 8
106 8393 32
7224 8394 63
390 8395 72
7704 8396 16
6371 8397 12
3989 8398 38
7087 8399 60
2041 8400 75
6407 8401 97
1627 8402 60
8174 8403 54
7749 8404 81
4992 8405 32
2929 8406 56
4348 8407 18
7783 8408 95
7741 8409 55
2172 8410 80
7287 8411 64
3424 8412 29
7 8413 68
5190 8414 5
5993 8415 13
202 8416 85
7449 8417 16
5967 8418 5
89 8419 4
7035 8420 84
4888 8421 32
3998 8422 41
5741 8423 58
2394 8424 50
2696 8425 47
5606 8426 90
4818 8427 28
4238 8428 36
687 8429 40
2420 8430 25
4482 8431 23
2988 8432 13
6411 8433 8
3158 8434 11
4766 8435 5
8072 8436 51
52 8437 37
7203 8438 85
776 8439 81
1473 8440 58
1627 8441 66
8056 8442 36
1490 8443 69
8 8444 40
4608 8445 62
5057 8446 11
5949 8447 29
894 8448 27
2853 8449 91
5715 8450 100
1847 8451 83
5030 8452 35
8336 8453 44
7237 8454 65
1806 8455 4
8074 8456 50
2597 8457 73
6258 8458 14
3933 8459 7
2125 8460 100
3380 8461 22
8090 8462 56
5008 8463 85
8066 8464 90
1951 8465 71
8061 8466 26
4183 8467 42
6989 8468 76
53 8469 30
327 8470 60
3235 8471 18
1042 8472 5
2130 8473 49
834 8474 82
3931 8475 24
508 8476 27
5441 8477 95
5123 8478 50
1691 8479 16
5140 8480 57
4186 8481 80
4932 8482 42
3376 8483 41
4879 8484 10
7834 8485 62
1007 8486 6
